task,kwargs,num_envs,lr,dmodel,nlayer,gamma,ent_coef,bs,anneal_ent,episodic_reward.mean,episodic_reward.count,reward.mean,charts/SPS
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,64,2,0.99,0.03,256,True,0.3333582580089569,909,0.14796027541160583,2119
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.01,64,2,0.99,0.03,256,True,0.6564900875091553,478,0.15322376787662506,2172
NotHotdog,{},128,0.0003,64,2,0.99,0.03,1024,False,1,2048,1,4859
NotHotdog,{},128,0.001,64,2,0.99,0.03,1024,False,1,2048,1,4713
NotHotdog,{},128,0.003,64,2,0.99,0.03,1024,False,0.5048828125,2048,0.5048828125,4760
NotHotdog,{},128,0.01,64,2,0.99,0.03,1024,False,1,2048,1,4757
NotHotdog,{},128,0.0003,64,2,0.99,0.03,512,False,1,2048,1,3670
NotHotdog,{},128,0.001,64,2,0.99,0.03,512,False,1,2048,1,3617
NotHotdog,{},128,0.003,64,2,0.99,0.03,512,False,1,2048,1,3640
NotHotdog,{},128,0.01,64,2,0.99,0.03,512,False,0,2048,0,3700
NotHotdog,{},128,0.0003,64,2,0.99,0.03,256,False,1,2048,1,2425
NotHotdog,{},128,0.001,64,2,0.99,0.03,256,False,1,2048,1,2553
NotHotdog,{},128,0.003,64,2,0.99,0.03,256,False,0.75927734375,2048,0.75927734375,2521
NotHotdog,{},128,0.01,64,2,0.99,0.03,256,False,1,2048,1,2546
NotHotdog,{},128,0.0003,64,2,0.99,0.03,1024,True,1,2048,1,4819
NotHotdog,{},128,0.001,64,2,0.99,0.03,1024,True,1,2048,1,4732
NotHotdog,{},128,0.003,64,2,0.99,0.03,1024,True,0.26904296875,2048,0.26904296875,4780
NotHotdog,{},128,0.01,64,2,0.99,0.03,1024,True,1,2048,1,4772
NotHotdog,{},128,0.0003,64,2,0.99,0.03,512,True,1,2048,1,3603
NotHotdog,{},128,0.001,64,2,0.99,0.03,512,True,1,2048,1,3702
NotHotdog,{},128,0.003,64,2,0.99,0.03,512,True,1,2048,1,3681
NotHotdog,{},128,0.01,64,2,0.99,0.03,512,True,0.5107421875,2048,0.5107421875,3628
NotHotdog,{},128,0.001,64,2,0.99,0.03,256,True,1,2048,1,2405
NotHotdog,{},128,0.0003,64,2,0.99,0.03,256,True,1,2048,1,2487
NotHotdog,{},128,0.003,64,2,0.99,0.03,256,True,0.4892578125,2048,0.4892578125,2474
NotHotdog,{},128,0.01,64,2,0.99,0.03,256,True,0.50048828125,2048,0.50048828125,2479
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,64,2,0.99,0.03,1024,False,0.14296875894069672,128,0.00966797024011612,3687
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,64,2,0.99,0.03,1024,False,0.4308511018753052,47,0.00961914099752903,3511
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,64,2,0.99,0.03,1024,False,0.7892858386039734,28,0.009545898996293545,3514
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,64,2,0.99,0.03,512,False,0.14784173667430878,139,0.011254883371293545,2741
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.01,64,2,0.99,0.03,1024,False,0.5797873139381409,47,0.00996093824505806,3573
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,64,2,0.99,0.03,512,False,0.5937500596046448,32,0.00844726525247097,2668
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,64,2,0.99,0.03,512,False,0.6060000658035278,25,0.008569336496293545,2765
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.01,64,2,0.99,0.03,512,False,0.8314815759658813,27,0.00913085974752903,2672
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,64,2,0.99,0.03,256,False,0.2448529601097107,68,0.00852050818502903,1812
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,64,2,0.99,0.03,256,False,0.6234375834465027,32,0.00881347618997097,1757
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,64,2,0.99,0.03,256,False,0.7105264067649841,19,0.009619141928851604,1744
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.01,64,2,0.99,0.03,256,False,0.8000001311302185,23,0.009521484375,1725
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,64,2,0.99,0.03,1024,True,0.1606164425611496,146,0.01198730431497097,3684
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,64,2,0.99,0.03,1024,True,0.439215749502182,51,0.010742188431322576,3553
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,64,2,0.99,0.03,1024,True,0.5775001049041748,20,0.009667969308793545,3515
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.01,64,2,0.99,0.03,1024,True,0.5453488826751709,43,0.01027831993997097,3528
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,64,2,0.99,0.03,512,True,0.161034494638443,145,0.0113525390625,2690
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,64,2,0.99,0.03,512,True,0.5661290884017944,31,0.00996093824505806,2585
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,64,2,0.99,0.03,512,True,0.8711539506912231,26,0.009667969308793545,2576
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.01,64,2,0.99,0.03,512,True,0.8176471590995789,17,0.00983886793255806,2702
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.01,64,2,0.99,0.03,512,False,0,24,0,2897
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,64,2,0.99,0.03,256,True,0.3029412031173706,68,0.007958984933793545,1840
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.001,64,2,0.99,0.03,256,True,0.6019231677055359,26,0.00942382775247097,1756
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,64,2,0.99,0.03,256,True,0.7891305088996887,23,0.010351561941206455,1738
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.01,64,2,0.99,0.03,256,True,0.8250001072883606,28,0.01076660118997097,1740
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,64,2,0.99,0.03,1024,False,0.8480001091957092,25,0.010009765625,3774
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,64,2,0.99,0.03,1024,False,1.0000001192092896,29,0.013867187313735483,3666
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,64,2,0.99,0.03,1024,False,0.9857143759727478,21,0.013183594681322576,4171
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.01,64,2,0.99,0.03,1024,False,0.07702703028917313,74,0.0029296877328306437,3838
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,64,2,0.99,0.03,512,False,0.9928572773933412,28,0.01396484486758709,2687
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,64,2,0.99,0.03,512,False,0.8857144117355347,14,0.010302734561264517,2810
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,64,2,0.99,0.03,512,False,0.9843751192092896,32,0.013916015625,2788
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,64,2,0.99,0.03,256,False,0.936000108718872,25,0.011181640438735483,1761
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,64,2,0.99,0.03,256,False,0.952777862548828,36,0.013525391928851604,1769
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,64,2,0.99,0.03,256,False,0.9884616732597352,26,0.01459961012005806,1826
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.01,64,2,0.99,0.03,256,False,0.003631284926086664,358,0.0008300782064907253,1869
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,64,2,0.99,0.03,1024,True,0.6239131093025208,46,0.01313476637005806,3676
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,64,2,0.99,0.03,1024,True,0.989473819732666,38,0.01425781287252903,3689
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,64,2,0.99,0.03,1024,True,0.9968751072883606,32,0.013427733443677424,3752
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.01,64,2,0.99,0.03,1024,True,0.004859335254877806,391,0.0008300782646983862,3808
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,64,2,0.99,0.03,512,True,0.59333336353302,30,0.012158202938735483,2717
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,64,2,0.99,0.03,512,True,0.987878918647766,33,0.01386718824505806,2816
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,64,2,0.99,0.03,512,True,0.977777898311615,27,0.01372070424258709,2675
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.01,64,2,0.99,0.03,512,True,0.031012658029794693,316,0.005175780970603228,2853
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,64,2,0.99,0.03,256,True,0.927586317062378,29,0.01303710974752903,1833
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.001,64,2,0.99,0.03,256,True,0.9740741848945618,27,0.014013673178851604,1857
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,64,2,0.99,0.03,256,True,0.9500001072883606,24,0.01420898549258709,1780
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.01,64,2,0.99,0.03,256,True,0.005390835460275412,371,0.0009277344215661288,1981
MultiArmedBandit,{},128,0.0003,64,2,0.99,0.03,1024,False,1,128,0.03125,7059
MultiArmedBandit,{},128,0.001,64,2,0.99,0.03,1024,False,1,128,0.03125,6819
MultiArmedBandit,{},128,0.003,64,2,0.99,0.03,1024,False,1,128,0.03125,6682
MultiArmedBandit,{},128,0.01,64,2,0.99,0.03,1024,False,0,128,0,6772
MultiArmedBandit,{},128,0.0003,64,2,0.99,0.03,512,False,1,128,0.03125,4821
MultiArmedBandit,{},128,0.001,64,2,0.99,0.03,512,False,1,128,0.03125,5019
MultiArmedBandit,{},128,0.01,64,2,0.99,0.03,512,False,1,128,0.03125,4992
MultiArmedBandit,{},128,0.003,64,2,0.99,0.03,512,False,1,128,0.03125,4783
MultiArmedBandit,{},128,0.0003,64,2,0.99,0.03,256,False,1,128,0.03125,3157
MultiArmedBandit,{},128,0.001,64,2,0.99,0.03,256,False,1,128,0.03125,3127
MultiArmedBandit,{},128,0.003,64,2,0.99,0.03,256,False,1,128,0.03125,3083
MultiArmedBandit,{},128,0.01,64,2,0.99,0.03,256,False,1,128,0.03125,3087
MultiArmedBandit,{},128,0.0003,64,2,0.99,0.03,1024,True,1,128,0.03125,7045
MultiArmedBandit,{},128,0.001,64,2,0.99,0.03,1024,True,1,128,0.03125,7037
MultiArmedBandit,{},128,0.003,64,2,0.99,0.03,1024,True,1,128,0.03125,6740
MultiArmedBandit,{},128,0.001,64,2,0.99,0.03,512,True,0.84375,128,0.03125,5005
MultiArmedBandit,{},128,0.0003,64,2,0.99,0.03,512,True,1,128,0.03125,4888
MultiArmedBandit,{},128,0.01,64,2,0.99,0.03,1024,True,1,128,0.03125,6865
MultiArmedBandit,{},128,0.003,64,2,0.99,0.03,512,True,1,128,0.03125,4945
MultiArmedBandit,{},128,0.01,64,2,0.99,0.03,512,True,1,128,0.03125,5022
MultiArmedBandit,{},128,0.0003,64,2,0.99,0.03,256,True,1,128,0.03125,3117
MultiArmedBandit,{},128,0.001,64,2,0.99,0.03,256,True,1,128,0.03125,3153
MultiArmedBandit,{},128,0.003,64,2,0.99,0.03,256,True,1,128,0.03125,3093
MultiArmedBandit,{},128,0.01,64,2,0.99,0.03,256,True,1,128,0.03125,2988
MoveToOrigin,{},128,0.0003,64,2,0.99,0.03,1024,False,0.982516586780548,128,0.008365998044610023,5511
MoveToOrigin,{},128,0.001,64,2,0.99,0.03,1024,False,0.98470139503479,128,0.005223324056714773,5282
MoveToOrigin,{},128,0.003,64,2,0.99,0.03,1024,False,0.9853230118751526,128,0.0018616599263623357,5432
MoveToOrigin,{},128,0.01,64,2,0.99,0.03,1024,False,0.9806860089302064,128,0.002789437770843506,5318
MoveToOrigin,{},128,0.0003,64,2,0.99,0.03,512,False,0.987553596496582,128,0.00518439756706357,4268
MoveToOrigin,{},128,0.001,64,2,0.99,0.03,512,False,0.9857988953590392,128,0.006722841411828995,4099
MoveToOrigin,{},128,0.003,64,2,0.99,0.03,512,False,0.985244631767273,128,0.008656246587634087,4023
MoveToOrigin,{},128,0.01,64,2,0.99,0.03,512,False,0.978806495666504,128,0.005513233132660389,4178
MoveToOrigin,{},128,0.0003,64,2,0.99,0.03,256,False,0.9880712628364564,128,0.004907831083983183,2713
MoveToOrigin,{},128,0.001,64,2,0.99,0.03,256,False,0.992221474647522,128,0.0018354144413024187,2766
MoveToOrigin,{},128,0.003,64,2,0.99,0.03,256,False,0.984473466873169,128,0.0027009001933038235,2676
MoveToOrigin,{},128,0.01,64,2,0.99,0.03,256,False,0.983320415019989,128,0.0032802203204482794,2701
MoveToOrigin,{},128,0.0003,64,2,0.99,0.03,1024,True,0.9868846535682678,128,0.004332286771386862,5497
MoveToOrigin,{},128,0.003,64,2,0.99,0.03,1024,True,0.9802207946777344,128,0.006020399741828442,5470
MoveToOrigin,{},128,0.001,64,2,0.99,0.03,1024,True,0.9776570200920104,128,0.003582937177270651,5611
MoveToOrigin,{},128,0.01,64,2,0.99,0.03,1024,True,0.9780800342559814,128,0.004337099380791187,5519
MoveToOrigin,{},128,0.0003,64,2,0.99,0.03,512,True,0.984969973564148,128,0.004379373509436846,4029
MoveToOrigin,{},128,0.001,64,2,0.99,0.03,512,True,0.9870003461837769,128,0.006887105759233236,4087
MoveToOrigin,{},128,0.003,64,2,0.99,0.03,512,True,0.9795023798942566,128,0.0022668144665658474,4001
MoveToOrigin,{},128,0.01,64,2,0.99,0.03,512,True,0.9878917336463928,128,0.0024983494076877832,4049
MoveToOrigin,{},128,0.0003,64,2,0.99,0.03,256,True,0.988195776939392,128,0.008990985341370106,2727
MoveToOrigin,{},128,0.001,64,2,0.99,0.03,256,True,0.9881218075752258,128,0.0020383235532790422,2712
MoveToOrigin,{},128,0.01,64,2,0.99,0.03,256,True,0.9905122518539428,128,0.0030652342829853296,2694
MoveToOrigin,{},128,0.003,64,2,0.99,0.03,256,True,0.991737186908722,128,0.002986658830195666,2688
Minefield,"{""max_mines"": 10}",128,0.0003,64,2,0.99,0.03,1024,False,0.7209302186965942,43,0.01513671875,4169
Minefield,"{""max_mines"": 10}",128,0.001,64,2,0.99,0.03,1024,False,0.8444444537162781,45,0.0185546875,4199
Minefield,"{""max_mines"": 10}",128,0.003,64,2,0.99,0.03,1024,False,0.9333333373069764,45,0.0205078125,4202
Minefield,"{""max_mines"": 10}",128,0.01,64,2,0.99,0.03,1024,False,0.7592592835426331,54,0.02001953125,4161
Minefield,"{""max_mines"": 10}",128,0.0003,64,2,0.99,0.03,512,False,0.8727272748947144,55,0.0234375,3234
Minefield,"{""max_mines"": 10}",128,0.001,64,2,0.99,0.03,512,False,0.9777777791023254,45,0.021484375,3179
Minefield,"{""max_mines"": 10}",128,0.01,64,2,0.99,0.03,512,False,0.8199999928474426,50,0.02001953125,3187
Minefield,"{""max_mines"": 10}",128,0.003,64,2,0.99,0.03,512,False,1,50,0.0244140625,3208
Minefield,"{""max_mines"": 10}",128,0.0003,64,2,0.99,0.03,256,False,0.8148148059844971,54,0.021484375,2177
Minefield,"{""max_mines"": 10}",128,0.001,64,2,0.99,0.03,256,False,0.8823529481887817,51,0.02197265625,2111
Minefield,"{""max_mines"": 10}",128,0.003,64,2,0.99,0.03,256,False,0.8846153616905212,52,0.0224609375,2159
Minefield,"{""max_mines"": 10}",128,0.01,64,2,0.99,0.03,256,False,0.9824561476707458,57,0.02734375,2055
Minefield,"{""max_mines"": 10}",128,0.0003,64,2,0.99,0.03,1024,True,0.892307698726654,65,0.0283203125,4182
Minefield,"{""max_mines"": 10}",128,0.001,64,2,0.99,0.03,1024,True,0.9729729890823364,37,0.017578125,4266
Minefield,"{""max_mines"": 10}",128,0.003,64,2,0.99,0.03,1024,True,0.9024389982223512,41,0.01806640625,4225
Minefield,"{""max_mines"": 10}",128,0.01,64,2,0.99,0.03,1024,True,0.8125,64,0.025390625,4262
Minefield,"{""max_mines"": 10}",128,0.0003,64,2,0.99,0.03,512,True,0.8275862336158752,58,0.0234375,3212
Minefield,"{""max_mines"": 10}",128,0.001,64,2,0.99,0.03,512,True,0.9333333373069764,45,0.0205078125,3253
Minefield,"{""max_mines"": 10}",128,0.003,64,2,0.99,0.03,512,True,0.9583333134651184,48,0.0224609375,3283
Minefield,"{""max_mines"": 10}",128,0.01,64,2,0.99,0.03,512,True,0.78125,64,0.0244140625,3282
Minefield,"{""max_mines"": 10}",128,0.0003,64,2,0.99,0.03,256,True,0.8181818127632141,66,0.0263671875,2179
Minefield,"{""max_mines"": 10}",128,0.001,64,2,0.99,0.03,256,True,0.976190447807312,42,0.02001953125,2164
Minefield,"{""max_mines"": 10}",128,0.003,64,2,0.99,0.03,256,True,0.8870967626571655,62,0.02685546875,2209
Minefield,"{""max_mines"": 10}",128,0.01,64,2,0.99,0.03,256,True,0.8548387289047241,62,0.02587890625,2208
Procgen:Leaper,{},128,0.0003,64,2,0.99,0.03,1024,False,2.1621620655059814,37,0.0390625,1871
Procgen:Leaper,{},128,0.001,64,2,0.99,0.03,1024,False,2.9268293380737305,41,0.05859375,1867
Procgen:Leaper,{},128,0.01,64,2,0.99,0.03,1024,False,2.0930233001708984,43,0.0439453125,1917
Procgen:Leaper,{},128,0.003,64,2,0.99,0.03,1024,False,2.1875,32,0.0341796875,1949
Procgen:Leaper,{},128,0.0003,64,2,0.99,0.03,512,False,1.7241379022598269,29,0.0244140625,1659
Procgen:Leaper,{},128,0.001,64,2,0.99,0.03,512,False,2.702702760696411,37,0.048828125,1692
Procgen:Leaper,{},128,0.003,64,2,0.99,0.03,512,False,1.4634146690368652,41,0.029296875,1658
Procgen:Leaper,{},128,0.01,64,2,0.99,0.03,512,False,0,3,0,1776
Procgen:Leaper,{},128,0.0003,64,2,0.99,0.03,256,False,3.2352941036224365,34,0.0537109375,1321
Procgen:Leaper,{},128,0.001,64,2,0.99,0.03,256,False,2.17391300201416,23,0.0244140625,1334
FloorIsLava,{},128,0.01,64,2,0.99,0.03,1024,False,0.98681640625,2048,0.98681640625,3540
Procgen:Leaper,{},128,0.0003,64,2,0.99,0.03,512,True,2.5714285373687744,35,0.0439453125,1651
Procgen:Leaper,{},128,0.001,64,2,0.99,0.03,512,True,2.058823585510254,68,0.068359375,1641
Procgen:Leaper,{},128,0.003,64,2,0.99,0.03,512,True,1.6666666269302368,60,0.048828125,1687
Procgen:Leaper,{},128,0.01,64,2,0.99,0.03,512,True,2.5,104,0.126953125,1658
Procgen:Leaper,{},128,0.0003,64,2,0.99,0.03,256,True,2.75,40,0.0537109375,1289
Procgen:Leaper,{},128,0.001,64,2,0.99,0.03,256,True,2.6136362552642822,88,0.1123046875,1275
Procgen:Leaper,{},128,0.003,64,2,0.99,0.03,256,True,3.04347825050354,23,0.0341796875,1294
Procgen:Leaper,{},128,0.01,64,2,0.99,0.03,256,True,0,0,0,1378
FloorIsLava,{},128,0.0003,64,2,0.99,0.03,1024,False,0.962890625,2048,0.962890625,3620
FloorIsLava,{},128,0.003,64,2,0.99,0.03,1024,False,1,2048,1,3549
FloorIsLava,{},128,0.001,64,2,0.99,0.03,1024,False,1,2048,1,3508
FloorIsLava,{},128,0.0003,64,2,0.99,0.03,512,False,0.91748046875,2048,0.91748046875,2711
FloorIsLava,{},128,0.001,64,2,0.99,0.03,512,False,1,2048,1,2670
FloorIsLava,{},128,0.003,64,2,0.99,0.03,512,False,0.75732421875,2048,0.75732421875,2624
FloorIsLava,{},128,0.01,64,2,0.99,0.03,512,False,0.61572265625,2048,0.61572265625,2634
FloorIsLava,{},128,0.0003,64,2,0.99,0.03,256,False,1,2048,1,1861
FloorIsLava,{},128,0.001,64,2,0.99,0.03,256,False,1,2048,1,1859
FloorIsLava,{},128,0.003,64,2,0.99,0.03,256,False,0.369140625,2048,0.369140625,1807
FloorIsLava,{},128,0.01,64,2,0.99,0.03,256,False,0.12744140625,2048,0.12744140625,1795
FloorIsLava,{},128,0.0003,64,2,0.99,0.03,1024,True,1,2048,1,3488
FloorIsLava,{},128,0.001,64,2,0.99,0.03,1024,True,1,2048,1,3584
FloorIsLava,{},128,0.003,64,2,0.99,0.03,1024,True,0.87158203125,2048,0.87158203125,3613
FloorIsLava,{},128,0.01,64,2,0.99,0.03,1024,True,0.95751953125,2048,0.95751953125,3554
FloorIsLava,{},128,0.0003,64,2,0.99,0.03,512,True,1,2048,1,2677
FloorIsLava,{},128,0.001,64,2,0.99,0.03,512,True,0.87109375,2048,0.87109375,2663
FloorIsLava,{},128,0.003,64,2,0.99,0.03,512,True,0.76318359375,2048,0.76318359375,2630
FloorIsLava,{},128,0.01,64,2,0.99,0.03,512,True,0.83837890625,2048,0.83837890625,2672
FloorIsLava,{},128,0.0003,64,2,0.99,0.03,256,True,0.8720703125,2048,0.8720703125,1790
FloorIsLava,{},128,0.001,64,2,0.99,0.03,256,True,1,2048,1,1796
FloorIsLava,{},128,0.003,64,2,0.99,0.03,256,True,0.2734375,2048,0.2734375,1814
Count,"{""masked_choices"": 2}",128,0.0003,64,2,0.99,0.03,1024,False,1,2048,1,4942
FloorIsLava,{},128,0.01,64,2,0.99,0.03,256,True,0.49560546875,2048,0.49560546875,1821
Count,"{""masked_choices"": 2}",128,0.001,64,2,0.99,0.03,1024,False,1,2048,1,5068
Count,"{""masked_choices"": 2}",128,0.003,64,2,0.99,0.03,1024,False,1,2048,1,4990
Count,"{""masked_choices"": 2}",128,0.01,64,2,0.99,0.03,1024,False,1,2048,1,5041
Count,"{""masked_choices"": 2}",128,0.0003,64,2,0.99,0.03,512,False,1,2048,1,3867
Count,"{""masked_choices"": 2}",128,0.001,64,2,0.99,0.03,512,False,1,2048,1,3844
Count,"{""masked_choices"": 2}",128,0.003,64,2,0.99,0.03,512,False,1,2048,1,3886
Count,"{""masked_choices"": 2}",128,0.01,64,2,0.99,0.03,512,False,1,2048,1,3825
Count,"{""masked_choices"": 2}",128,0.0003,64,2,0.99,0.03,256,False,1,2048,1,2637
Count,"{""masked_choices"": 2}",128,0.001,64,2,0.99,0.03,256,False,1,2048,1,2785
Count,"{""masked_choices"": 2}",128,0.003,64,2,0.99,0.03,256,False,1,2048,1,2753
Count,"{""masked_choices"": 2}",128,0.01,64,2,0.99,0.03,256,False,0.76416015625,2048,0.76416015625,2676
Count,"{""masked_choices"": 2}",128,0.0003,64,2,0.99,0.03,1024,True,1,2048,1,5015
Count,"{""masked_choices"": 2}",128,0.001,64,2,0.99,0.03,1024,True,1,2048,1,4938
Count,"{""masked_choices"": 2}",128,0.003,64,2,0.99,0.03,1024,True,1,2048,1,5031
Count,"{""masked_choices"": 2}",128,0.01,64,2,0.99,0.03,1024,True,1,2048,1,4979
Count,"{""masked_choices"": 2}",128,0.0003,64,2,0.99,0.03,512,True,1,2048,1,3863
Count,"{""masked_choices"": 2}",128,0.001,64,2,0.99,0.03,512,True,1,2048,1,3893
Count,"{""masked_choices"": 2}",128,0.003,64,2,0.99,0.03,512,True,1,2048,1,3835
Count,"{""masked_choices"": 2}",128,0.01,64,2,0.99,0.03,512,True,1,2048,1,3861
Count,"{""masked_choices"": 2}",128,0.0003,64,2,0.99,0.03,256,True,1,2048,1,2621
Count,"{""masked_choices"": 2}",128,0.001,64,2,0.99,0.03,256,True,1,2048,1,2619
Count,"{""masked_choices"": 2}",128,0.003,64,2,0.99,0.03,256,True,1,2048,1,2612
Count,"{""masked_choices"": 2}",128,0.01,64,2,0.99,0.03,256,True,0.75927734375,2048,0.75927734375,2652
CherryPick,"{""num_cherries"": 32}",128,0.0003,64,2,0.99,0.03,1024,False,0.9944788813591005,128,0.06215492635965347,3582
CherryPick,"{""num_cherries"": 32}",128,0.001,64,2,0.99,0.03,1024,False,0.9977571368217468,128,0.062359824776649475,3773
CherryPick,"{""num_cherries"": 32}",128,0.003,64,2,0.99,0.03,1024,False,0.9988313317298888,128,0.062426939606666565,3709
CherryPick,"{""num_cherries"": 32}",128,0.01,64,2,0.99,0.03,1024,False,0.9951118230819702,128,0.06219448149204254,3760
CherryPick,"{""num_cherries"": 32}",128,0.0003,64,2,0.99,0.03,512,False,0.9985470175743104,128,0.0624091736972332,2905
CherryPick,"{""num_cherries"": 32}",128,0.001,64,2,0.99,0.03,512,False,0.9953106641769408,128,0.062206946313381195,3068
CherryPick,"{""num_cherries"": 32}",128,0.003,64,2,0.99,0.03,512,False,0.998415231704712,128,0.062400929629802704,2937
CherryPick,"{""num_cherries"": 32}",128,0.0003,64,2,0.99,0.03,256,False,0.9970345497131348,128,0.06231469660997391,2129
CherryPick,"{""num_cherries"": 32}",128,0.01,64,2,0.99,0.03,512,False,0.99770849943161,128,0.062356773763895035,3026
CherryPick,"{""num_cherries"": 32}",128,0.001,64,2,0.99,0.03,256,False,0.9966205954551696,128,0.06228882074356079,2134
CherryPick,"{""num_cherries"": 32}",128,0.003,64,2,0.99,0.03,256,False,0.998732566833496,128,0.0624207928776741,1959
CherryPick,"{""num_cherries"": 32}",128,0.01,64,2,0.99,0.03,256,False,0.9991541504859924,128,0.06244714558124542,1938
CherryPick,"{""num_cherries"": 32}",128,0.0003,64,2,0.99,0.03,1024,True,0.9989124536514282,128,0.06243198364973068,3866
CherryPick,"{""num_cherries"": 32}",128,0.001,64,2,0.99,0.03,1024,True,0.9996858835220336,128,0.06248036399483681,3881
CherryPick,"{""num_cherries"": 32}",128,0.003,64,2,0.99,0.03,1024,True,0.9998093247413636,128,0.06248810142278671,3826
CherryPick,"{""num_cherries"": 32}",128,0.01,64,2,0.99,0.03,1024,True,0.99929940700531,128,0.06245621293783188,3890
CherryPick,"{""num_cherries"": 32}",128,0.0003,64,2,0.99,0.03,512,True,0.9996156096458436,128,0.06247596442699432,3110
CherryPick,"{""num_cherries"": 32}",128,0.001,64,2,0.99,0.03,512,True,0.9998579621315002,128,0.06249111145734787,3119
CherryPick,"{""num_cherries"": 32}",128,0.003,64,2,0.99,0.03,512,True,0.9643933773040771,128,0.060274600982666016,3101
CherryPick,"{""num_cherries"": 32}",128,0.01,64,2,0.99,0.03,512,True,0.9998635053634644,128,0.062491465359926224,2975
CherryPick,"{""num_cherries"": 32}",128,0.0003,64,2,0.99,0.03,256,True,0.999713122844696,128,0.0624820813536644,2272
CherryPick,"{""num_cherries"": 32}",128,0.001,64,2,0.99,0.03,256,True,0.999131202697754,128,0.06244571506977081,2196
CherryPick,"{""num_cherries"": 32}",128,0.003,64,2,0.99,0.03,256,True,0.9995748400688172,128,0.06247339025139809,2304
CherryPick,"{""num_cherries"": 32}",128,0.01,64,2,0.99,0.03,256,True,0.99993234872818,128,0.06249576434493065,2177
Procgen:BossFight,{},128,0.0003,64,2,0.99,0.03,1024,False,0,25,0.0009765625,1289
